net_amt,date,account_balance,credit_amt,district_id,debit_amt
138994.20000000054,1997-09-30,1657890.5000000088,791520.7000000002,75,652526.4999999997
33529.10000000056,1997-08-31,1518896.3000000084,663929.4000000001,75,630400.2999999996
-68882.79999999958,1997-07-31,1485367.2000000079,634381.5,75,703264.2999999996
-44759.09999999951,1997-06-30,1554250.0000000075,1043128.1999999998,75,1087887.2999999993
83145.10000000033,1997-05-31,1599009.1000000068,725120.1999999998,75,641975.0999999995
88408.2000000003,1997-04-30,1515864.0000000065,684328.7999999999,75,595920.5999999996
117293.30000000028,1997-03-31,1427455.800000006,674435.8999999998,75,557142.5999999995
15229.800000000047,1996-08-31,1194224.4000000043,485641.79999999993,75,470411.9999999999
-319226.79999999935,1997-01-31,1089212.3000000056,627659.2000000001,75,946885.9999999994
220950.20000000013,1997-02-28,1310162.5000000058,715113.8,75,494163.5999999999
101365.30000000028,1996-12-31,1408439.100000005,825679.2999999999,75,724313.9999999997
-12764.09999999986,1996-11-30,1307073.8000000047,547656.8999999999,75,560420.9999999998
6844.900000000256,1996-10-31,1319837.9000000046,580008.1,75,573163.1999999997
118768.6000000001,1996-09-30,1312993.0000000044,613729.6,75,494960.9999999999
-55665.19999999949,1996-06-30,1112386.3000000042,733444.6,75,789109.7999999995
66608.3000000001,1996-07-31,1178994.6000000043,555436.7,75,488828.39999999985
38062.6000000005,1996-05-31,1168051.5000000037,546170.4000000001,75,508107.79999999964
91773.09999999998,1996-03-31,1021823.400000003,441792.8999999999,75,350019.79999999993
108165.50000000017,1996-04-30,1129988.9000000032,488638.30000000005,75,380472.7999999999
-283095.7999999996,1996-01-31,780189.700000003,512550.70000000007,75,795646.4999999997
149860.6000000001,1996-02-29,930050.3000000031,482402.4,75,332541.79999999993
28967.200000000128,1995-10-31,1075104.3000000024,521786.3999999999,75,492819.1999999998
8723.600000000093,1995-12-31,1063285.5000000026,629720.8,75,620997.2
-20542.399999999907,1995-11-30,1054561.9000000025,474947.8,75,495490.1999999999
37272.600000000035,1995-09-30,1046137.1000000022,425855.2,75,388582.6
26898.100000000093,1995-08-31,1008864.5000000022,460432.70000000007,75,433534.6
37949.000000000466,1995-04-30,981775.9000000015,620898.2000000002,75,582949.1999999997
72184.20000000019,1995-07-31,981966.4000000021,607319.2000000001,75,535134.9999999999
-136676.69999999972,1995-06-30,909782.2000000019,650891.1,75,787567.7999999997
64683.00000000012,1995-05-31,1046458.9000000017,607184.7999999999,75,542501.7999999998
188125.79999999996,1995-02-28,788351.500000001,392130.4,75,204004.60000000006
155475.39999999997,1995-03-31,943826.9000000011,459111.60000000003,75,303636.20000000007
20357.400000000198,1994-12-31,834700.6000000008,525663.4,75,505305.9999999998
-234474.89999999973,1995-01-31,600225.7000000011,336462.7,75,570937.5999999997
39036.10000000021,1994-11-30,814343.2000000005,500391.10000000003,75,461354.9999999998
110749.99999999988,1994-09-30,782587.3,429808.79999999993,75,319058.80000000005
77733.99999999997,1994-08-31,671837.3000000002,339390.80000000005,75,261656.80000000008
-7280.199999999721,1994-10-31,775307.1000000003,406468.8000000001,75,413748.9999999998
8356.400000000023,1994-07-31,594103.3000000002,348841.2,75,340484.8
871.0000000000582,1994-06-30,585746.9000000001,372528.19999999995,75,371657.1999999999
-5133.7999999997555,1994-05-31,584875.9000000001,406366.4000000001,75,411500.19999999984
64865.0,1993-08-31,330054.89999999997,171839.4,75,106974.4
4558.599999999977,1994-03-31,554830.8,195017.60000000003,75,190459.00000000006
135656.89999999997,1994-02-28,550272.2000000001,311959.3,75,176302.40000000002
35178.899999999936,1994-04-30,590009.7,293466.5,75,258287.60000000006
-238654.89999999997,1994-01-31,414615.3000000001,193708.3,75,432363.19999999995
57567.79999999996,1993-09-30,387622.69999999995,227326.39999999997,75,169758.6
119838.00000000012,1993-12-31,653270.2000000001,418350.20000000007,75,298512.19999999995
66850.89999999997,1993-10-31,454473.5999999999,264587.1,75,197736.2
78958.59999999998,1993-11-30,533432.2,283514.0,75,204555.40000000002
81899.99999999999,1993-07-31,265189.89999999997,135675.19999999998,75,53775.2
28652.0,1993-06-30,183289.9,108377.2,75,79725.2
77502.79999999999,1993-05-31,154637.9,85002.79999999999,75,7500.0
27971.6,1993-04-30,77135.1,34871.6,75,6900.0
578835.9000000008,1998-12-31,5873241.699999917,3070517.4000000004,74,2491681.4999999995
26420.5,1993-03-31,49163.5,26420.5,75,0.0
22243.0,1993-02-28,22743.0,22243.0,75,0.0
500.0,1993-01-31,500.0,500.0,75,0.0
-70163.3000000068,1998-10-31,5291784.499999922,2324707.1999999997,74,2394870.5000000065
2621.299999994226,1998-11-30,5294405.799999916,2165860.9999999995,74,2163239.7000000053
261626.39999999478,1998-09-30,5361947.799999928,2455243.499999999,74,2193617.1000000043
122878.19999999646,1998-08-31,5100321.399999933,2249556.5,74,2126678.3000000035
341791.7999999963,1998-07-31,4977443.199999937,2350336.000000001,74,2008544.2000000046
-368634.1000000052,1998-06-30,4635651.399999941,3119941.4000000022,74,3488575.5000000075
-122654.50000000373,1998-05-31,5004285.499999946,1957929.4000000004,74,2080583.900000004
196173.59999999497,1998-04-30,5126939.99999995,2271958.399999999,74,2075784.800000004
293192.09999999683,1998-03-31,4930766.399999955,2444863.500000001,74,2151671.400000004
459820.899999999,1998-02-28,4637574.299999958,1935923.0999999999,74,1476102.200000001
-939714.1000000071,1998-01-31,4177753.3999999594,2470215.3000000003,74,3409929.4000000074
-40989.500000002095,1997-11-30,4887216.59999997,1903648.6000000008,74,1944638.100000003
230250.89999999618,1997-12-31,5117467.4999999665,2906282.1000000015,74,2676031.2000000053
250032.39999999804,1997-10-31,4928206.099999972,2243059.600000001,74,1993027.200000003
1558.6999999976251,1997-05-31,4349675.699999988,2016060.4000000006,74,2014501.700000003
-140848.90000000293,1997-09-30,4678173.699999974,1979337.4000000006,74,2120186.3000000035
-75586.300000004,1997-06-30,4274089.399999984,3141945.400000002,74,3217531.700000006
236124.79999999562,1997-08-31,4819022.599999977,2581834.7000000007,74,2345709.900000005
308808.39999999735,1997-07-31,4582897.799999981,2254419.0,74,1945610.6000000027
184789.7999999968,1997-03-31,4354599.199999995,2237531.5,74,2052741.7000000032
-6482.200000003446,1997-04-30,4348116.999999991,1934495.4000000004,74,1940977.6000000038
577387.2999999998,1997-02-28,4169809.399999998,2245213.0000000005,74,1667825.7000000007
-684287.800000004,1997-01-31,3592422.099999998,2245444.8000000007,74,2929732.6000000047
249371.2999999961,1996-12-31,4276709.900000002,2476361.6999999997,74,2226990.4000000036
129186.79999999749,1996-11-30,4027338.600000006,1962615.5999999992,74,1833428.8000000017
249988.9999999986,1996-10-31,3898151.8000000087,1931877.8000000003,74,1681888.8000000017
144619.59999999753,1996-08-31,3368713.1000000117,1779793.9999999988,74,1635174.4000000013
279449.6999999981,1996-09-30,3648162.80000001,1823806.8999999987,74,1544357.2000000007
-54558.900000001304,1996-06-30,3026250.4000000143,2088400.3000000007,74,2142959.200000002
197843.09999999963,1996-07-31,3224093.500000014,1809155.3000000003,74,1611312.2000000007
198622.90000000037,1996-05-31,3080809.3000000156,1662440.2000000002,74,1463817.2999999998
140625.1000000016,1995-11-30,2363433.100000014,1169671.8000000007,74,1029046.6999999991
262281.10000000056,1996-04-30,2882186.4000000153,1554909.5999999996,74,1292628.499999999
159246.2000000002,1995-12-31,2522679.3000000142,1632408.4000000004,74,1473162.2000000002
182323.4000000013,1996-03-31,2619905.3000000147,1419491.8000000005,74,1237168.3999999992
489736.50000000023,1996-02-29,2437581.9000000134,1338041.0999999996,74,848304.5999999994
-574833.9000000008,1996-01-31,1947845.4000000134,1208997.5000000002,74,1783831.400000001
40381.30000000121,1995-09-30,2176187.800000012,1023204.6000000006,74,982823.2999999993
46620.20000000077,1995-10-31,2222808.0000000126,1008446.7000000001,74,961826.4999999993
94789.10000000056,1995-08-31,2135806.5000000107,1156196.7999999998,74,1061407.6999999993
137772.40000000107,1995-07-31,2041017.4000000102,1207171.3000000005,74,1069398.8999999994
-16235.899999999674,1995-06-30,1903245.000000009,1327146.8,74,1343382.6999999997
24966.300000000978,1995-04-30,1936057.000000008,1061454.0000000002,74,1036487.6999999993
-16576.09999999916,1995-05-31,1919480.9000000088,1173061.6,74,1189637.6999999993
328483.0000000007,1995-03-31,1911090.700000007,1131225.6,74,802742.5999999994
246775.80000000016,1995-02-28,1582607.7000000062,914105.1999999997,74,667329.3999999996
24873.800000000396,1994-10-31,1499621.9000000046,727231.8,74,702357.9999999997
42028.5000000007,1994-12-31,1804622.7000000055,1236045.7,74,1194017.1999999993
-468790.7999999996,1995-01-31,1335831.900000006,908586.9000000001,74,1377377.6999999997
94888.00000000058,1994-08-31,1495340.7000000034,892514.9,74,797626.8999999994
262972.3000000004,1994-11-30,1762594.2000000048,1024410.1000000001,74,761437.7999999997
-20592.599999999395,1994-09-30,1474748.100000004,787726.0000000001,74,808318.5999999995
242242.09999999974,1998-12-31,1824192.000000007,891974.5999999997,77,649732.5
40036.400000000605,1994-07-31,1400452.7000000027,864914.9,74,824878.4999999994
-43417.7999999997,1998-11-30,1581949.9000000074,556474.3,77,599892.0999999997
-91038.99999999953,1994-06-30,1360416.3000000021,1057075.5999999999,74,1148114.5999999994
18948.200000000303,1998-10-31,1625367.7000000072,732914.3,77,713966.0999999997
-1972.8999999997905,1998-08-31,1564080.9000000064,693795.2,77,695768.0999999997
87866.3000000004,1994-05-31,1451455.3000000017,955600.6999999998,74,867734.3999999994
94604.80000000005,1994-02-28,1198766.4000000004,625100.6,74,530495.7999999999
90579.00000000047,1994-03-31,1289345.4000000008,782543.5000000001,74,691964.4999999997
74243.60000000056,1994-04-30,1363589.0000000014,786534.0000000002,74,712290.3999999997
42338.60000000056,1998-09-30,1606419.500000007,637264.7000000003,77,594926.0999999997
-242270.09999999963,1994-01-31,1104161.6000000003,691210.4,74,933480.4999999997
64729.5,1993-11-30,1131476.8999999997,671970.9,74,607241.4
187191.90000000037,1998-07-31,1566053.800000006,640609.0000000001,77,453417.09999999974
214954.80000000028,1993-12-31,1346431.7,1002984.0,74,788029.1999999997
-105627.29999999935,1998-06-30,1378861.9000000057,771889.4000000001,77,877516.6999999995
38141.700000000186,1998-04-30,1481826.1000000047,630003.2999999999,77,591861.5999999997
2663.100000000326,1998-05-31,1484489.200000005,633176.7000000001,77,630513.5999999997
296673.1999999998,1993-10-31,1066747.3999999997,678561.1999999998,74,381888.00000000006
41494.7000000003,1998-03-31,1443684.4000000046,563996.3,77,522501.59999999974
221013.40000000008,1998-02-28,1402189.7000000041,604103.0,77,383089.5999999999
6072.699999999895,1993-09-30,770074.2,426916.49999999994,74,420843.80000000005
-358918.89999999944,1998-01-31,1181176.300000004,678284.7,77,1037203.5999999994
107942.5,1993-08-31,764001.5,514902.29999999993,74,406959.79999999993
23763.400000000256,1997-12-31,1540095.2000000034,814620.3999999998,77,790856.9999999995
4536.10000000021,1997-10-31,1485254.200000003,700231.8999999999,77,695695.7999999997
116826.40000000002,1993-06-30,638485.9,496392.6,74,379566.19999999995
17573.099999999977,1993-07-31,656059.0,359278.5,74,341705.4
31077.600000000326,1997-11-30,1516331.8000000033,631036.9999999999,77,599959.3999999996
151605.7,1997-09-30,1480718.1000000027,637380.8999999998,77,485775.1999999998
70414.90000000002,1997-07-31,1327350.4000000027,617640.0999999999,77,547225.1999999998
111791.09999999998,1993-05-31,521659.5,262501.5,74,150710.40000000002
110024.49999999997,1993-04-30,409868.4,274839.1,74,164814.6
1762.0000000000582,1997-08-31,1329112.4000000027,513991.1999999999,77,512229.19999999984
151845.0,1993-02-28,228004.0,157045.0,74,5200.0
58908.50000000012,1996-11-30,1079565.4000000006,529393.7,77,470485.19999999984
71839.90000000001,1993-03-31,299843.9,119639.90000000001,74,47800.0
-37493.19999999984,1997-04-30,1290256.100000002,646006.3999999999,77,683499.5999999997
-78102.09999999963,1997-06-30,1256935.5000000028,800681.4999999999,77,878783.5999999995
76159.0,1993-01-31,76159.0,76159.0,74,0.0
44781.50000000035,1997-05-31,1335037.6000000024,723053.1000000001,77,678271.5999999997
151688.30000000028,1998-12-31,2333426.8000000096,1159956.3000000003,73,1008268.0
51207.200000000186,1997-03-31,1327749.3000000017,631365.8,77,580158.5999999999
140295.2000000002,1998-11-30,2181738.5000000093,1009519.7999999996,73,869224.5999999994
274578.0999999999,1997-02-28,1276542.1000000015,642748.5,77,368170.4000000001
159509.20000000042,1996-12-31,1239074.600000001,686247.0000000002,77,526737.7999999998
-140779.69999999925,1998-10-31,2041443.3000000091,856257.2000000001,73,997036.8999999993
-237110.5999999995,1997-01-31,1001964.0000000015,594410.2000000001,77,831520.7999999996
185517.20000000054,1998-08-31,2156853.200000008,1047918.1,73,862400.8999999994
25369.800000000512,1998-09-30,2182223.0000000084,1081041.7,73,1055671.8999999994
43768.00000000012,1996-10-31,1020656.9000000005,462698.60000000003,77,418930.5999999999
27745.60000000021,1996-08-31,975684.8000000002,559651.0000000001,77,531905.3999999999
-33601.299999999464,1998-07-31,1971336.0000000075,865780.8999999999,73,899382.1999999994
1204.1000000001513,1996-09-30,976888.9000000004,486808.10000000003,77,485603.9999999999
99286.29999999993,1996-07-31,947939.2,482654.69999999995,77,383368.4
7433.600000000326,1996-06-30,848652.9,592664.6,77,585230.9999999997
87595.90000000002,1996-04-30,759574.6999999996,466712.30000000005,77,379116.4
81644.6000000001,1996-05-31,841219.2999999997,478872.00000000006,77,397227.39999999997
105741.69999999998,1996-02-29,583294.1999999995,302161.50000000006,77,196419.80000000008
88684.60000000003,1996-03-31,671978.7999999996,419412.00000000006,77,330727.4
-178693.4999999998,1996-01-31,477552.49999999953,241434.30000000002,77,420127.7999999998
93901.69999999995,1995-12-31,656245.9999999993,382049.5,77,288147.80000000005
1816.4000000003143,1995-10-31,578571.7999999993,382506.2,77,380689.7999999997
-16227.500000000058,1995-11-30,562344.2999999993,290817.3,77,307044.80000000005
-5925.800000000047,1995-09-30,576755.399999999,281456.4,77,287382.20000000007
32975.20000000007,1995-06-30,555220.6999999993,380730.6000000001,77,347755.4
5766.899999999849,1995-08-31,582681.199999999,268969.49999999994,77,263202.6000000001
21693.599999999977,1995-07-31,576914.2999999992,237204.00000000003,77,215510.40000000005
36395.79999999993,1995-05-31,522245.49999999924,333675.6,77,297279.80000000005
-157808.20000000042,1998-06-30,2004937.300000007,1147403.7,73,1305211.9000000004
94324.40000000049,1998-05-31,2162745.5000000075,939709.3,73,845384.8999999996
36939.80000000051,1998-04-30,2068421.1000000068,884031.0,73,847091.1999999995
-279465.7999999996,1998-01-31,1737811.9000000057,877643.3,73,1157109.0999999996
252938.30000000028,1998-02-28,1990750.200000006,1010407.6999999998,73,757469.3999999996
40731.10000000021,1998-03-31,2031481.3000000063,917847.7999999998,73,877116.6999999996
137354.90000000026,1997-03-31,1814735.5000000019,775014.6,73,637659.6999999997
83829.80000000028,1997-11-30,2024562.200000004,796089.3999999998,73,712259.5999999995
-7284.499999998603,1997-12-31,2017277.7000000053,1067545.1000000006,73,1074829.5999999992
75617.90000000026,1997-10-31,1940732.4000000036,812623.6999999998,73,737005.7999999996
210602.4000000005,1997-05-31,1906213.9000000022,928818.4000000001,73,718215.9999999997
14823.600000000442,1997-09-30,1865114.5000000033,762412.8,73,747589.1999999996
138125.90000000107,1995-07-31,2048117.4000000088,1034937.0000000002,70,896811.0999999992
-51676.90000000037,1995-06-30,1909991.5000000077,1291307.1999999997,70,1342984.1
211875.80000000086,1995-08-31,2259993.2000000095,1099266.3,70,887390.4999999992
-142897.0999999994,1997-08-31,1850290.900000003,670504.0000000002,73,813401.0999999996
239659.09999999998,1997-07-31,1993188.0000000023,895566.4999999998,73,655907.3999999998
-152684.99999999977,1997-06-30,1753528.9000000025,1127919.3,73,1280604.2999999998
-119123.99999999988,1997-04-30,1695611.5000000019,699513.6999999998,73,818637.6999999997
123255.20000000042,1995-05-31,1961668.400000008,857909.7,70,734654.4999999995
52428.400000000256,1996-09-30,1497199.0000000005,773648.1,73,721219.6999999997
122026.2000000003,1997-02-28,1677380.6000000015,746136.1000000002,73,624109.8999999999
125393.6000000001,1996-12-31,1661211.7000000007,794799.5999999999,73,669405.9999999998
-105857.29999999946,1997-01-31,1555354.4000000013,929604.6000000001,73,1035461.8999999996
70281.30000000063,1995-04-30,1838413.2000000076,879187.4,70,808906.0999999994
127682.60000000003,1996-11-30,1535818.1000000006,638384.5999999999,73,510701.9999999998
140658.99999999988,1996-04-30,1253756.1999999993,565049.7999999999,73,424390.80000000005
116319.00000000012,1996-08-31,1444770.6,588507.1,73,472188.09999999986
-89063.49999999994,1996-10-31,1408135.5000000005,424393.8999999999,73,513457.39999999985
-408763.2999999996,1995-01-31,1318123.0000000063,792955.3000000003,70,1201718.5999999999
576.0000000006985,1994-12-31,1726886.3000000059,1019322.5000000001,70,1018746.4999999994
157902.4000000006,1995-03-31,1768131.9000000071,968405.2999999999,70,810502.8999999993
98786.60000000056,1994-09-30,1717079.8000000035,887880.3999999999,70,789093.7999999993
46869.600000000035,1995-12-31,1078177.0999999994,450312.5999999999,73,403442.9999999999
113501.20000000042,1994-08-31,1618293.200000003,763977.6999999998,70,650476.4999999994
292106.5000000003,1995-02-28,1610229.5000000065,729164.2000000001,70,437057.6999999998
-48930.199999999895,1996-07-31,1328451.5999999999,513058.4000000001,73,561988.6
59114.900000000605,1996-06-30,1377381.7999999998,820833.3000000002,73,761718.3999999996
64510.699999999895,1996-05-31,1318266.8999999992,459214.0999999999,73,394703.4
53132.700000000885,1994-11-30,1726310.3000000052,732039.2000000003,70,678906.4999999994
109105.49999999994,1996-03-31,1113097.1999999995,473892.69999999995,73,364787.2
-43902.199999999255,1994-10-31,1673177.6000000043,724775.4000000001,70,768677.5999999994
130279.99999999991,1996-02-29,1003991.6999999996,355155.2,73,224875.2000000001
-204465.39999999967,1996-01-31,873711.6999999997,433751.79999999993,73,638217.1999999996
66621.19999999984,1995-10-31,1021932.4999999994,362967.9999999999,73,296346.80000000005
9374.999999999942,1995-11-30,1031307.4999999993,392393.3999999999,73,383018.39999999997
68904.29999999999,1995-09-30,955311.2999999996,396503.10000000003,73,327598.80000000005
-42709.59999999963,1995-06-30,763548.9999999995,458290.6000000001,73,501000.1999999997
189201.50000000023,1994-07-31,1504792.0000000026,795712.8999999998,70,606511.3999999996
71773.70000000001,1995-08-31,886406.9999999995,388836.9000000001,73,317063.20000000007
-166242.19999999914,1994-06-30,1315590.5000000023,865538.0000000003,70,1031780.1999999995
51084.29999999993,1995-07-31,814633.2999999995,260134.50000000003,73,209050.2000000001
25351.700000000303,1994-05-31,1481832.7000000016,574514.9,70,549163.1999999997
26371.900000000373,1994-04-30,1456481.0000000012,672192.5,70,645820.5999999996
32902.99999999991,1995-03-31,734076.6999999993,222877.39999999997,73,189974.40000000005
870.0999999998894,1995-05-31,806258.5999999992,237917.09999999998,73,237047.0000000001
